chi2_kahan_long, chi2_std, chi2_std_long, chi2_kahan, chi2_kahan_avx
114824.0577683583507848652516258880496025, 114824.0577683583978796377778053283691406, 114824.0577683583508559195252018980681896, 114824.0577683583542238920927047729492188, 114824.0577683583542238920927047729492188
114824.0712210377151123452676984015852213, 114824.0712210378114832565188407897949219, 114824.0712210377150057638573343865573406, 114824.0712210377096198499202728271484375, 114824.0712210377096198499202728271484375
114824.0799879872800914881736389361321926, 114824.0799879872356541454792022705078125, 114824.0799879872800488556094933301210403, 114824.0799879872793098911643028259277344, 114824.0799879872793098911643028259277344
114824.0489299390011552759460755623877048, 114824.0489299389591906219720840454101562, 114824.0489299390010629053904267493635416, 114824.0489299390028463676571846008300781, 114824.0489299389882944524288177490234375
114823.6813254674587199133384274318814278, 114823.681325467652641236782073974609375, 114823.6813254674585778047912754118442535, 114823.6813254674634663388133049011230469, 114823.6813254674489144235849380493164062
114824.5051459652623506713098322506994009, 114824.5051459655078360810875892639160156, 114824.5051459652623151441730442456901073, 114824.505145965260453522205352783203125, 114824.505145965260453522205352783203125
114824.0650766589118347837938927114009857, 114824.0650766587641555815935134887695312, 114824.065076658911777940375031903386116, 114824.0650766589096747338771820068359375, 114824.0650766589096747338771820068359375
114824.063776381984880003983562346547842, 114824.0637763823760906234383583068847656, 114824.0637763819848942148382775485515594, 114824.0637763819831889122724533081054688, 114824.0637763819831889122724533081054688
114824.0673327842052771075032069347798824, 114824.0673327843396691605448722839355469, 114824.0673327842054689540418621618300676, 114824.0673327842087019234895706176757812, 114824.0673327842087019234895706176757812
114824.0615178271591361180981039069592953, 114824.0615178271546028554439544677734375, 114824.0615178271590508529698126949369907, 114824.0615178271546028554439544677734375, 114824.0615178271546028554439544677734375
114824.0709650347993289187797927297651768, 114824.0709650346107082441449165344238281, 114824.0709650347993573404892231337726116, 114824.0709650347998831421136856079101562, 114824.0709650347998831421136856079101562
114824.0579745044135933085271972231566906, 114824.0579745044087758287787437438964844, 114824.05797450441370699536491883918643, 114824.0579745044087758287787437438964844, 114824.0579745044087758287787437438964844
114824.0817409121638021929356909822672606, 114824.0817409120354568585753440856933594, 114824.0817409121637027169526845682412386, 114824.081740912166424095630645751953125, 114824.081740912166424095630645751953125
114824.0472313186796213813067879527807236, 114824.0472313185309758409857749938964844, 114824.0472313186794508510502055287361145, 114824.0472313186764949932694435119628906, 114824.0472313186764949932694435119628906
114824.0642372913658206812215212266892195, 114824.0642372910515405237674713134765625, 114824.0642372913657425215205876156687737, 114824.0642372913716826587915420532226562, 114824.0642372913571307435631752014160156
114824.0646125498159761946226353757083416, 114824.0646125496714375913143157958984375, 114824.0646125498159619837679201737046242, 114824.0646125498169567435979843139648438, 114824.0646125498169567435979843139648438
114824.0637556155268015345427556894719601, 114824.0637556153524201363325119018554688, 114824.0637556155268583779616164974868298, 114824.0637556155270431190729141235351562, 114824.0637556155270431190729141235351562
114824.0650948681021361608145525678992271, 114824.0650948683178285136818885803222656, 114824.0650948681020508956862613558769226, 114824.0650948680995497852563858032226562, 114824.0650948680995497852563858032226562
114824.0560304986331487953066243790090084, 114824.0560304990212898701429367065429688, 114824.0560304986331772170160547830164433, 114824.0560304986283881589770317077636719, 114824.0560304986429400742053985595703125
114824.0540768995680735997666488401591778, 114824.0540768995851976796984672546386719, 114824.0540768995679812292110000271350145, 114824.0540768995706457644701004028320312, 114824.0540768995706457644701004028320312
114824.0644245705033554827423358801752329, 114824.0644245703733759000897407531738281, 114824.0644245705035473292809911072254181, 114824.0644245705043431371450424194335938, 114824.0644245705043431371450424194335938
114824.0644245573563537732297845650464296, 114824.0644245569565100595355033874511719, 114824.0644245573562258755373477470129728, 114824.0644245573494117707014083862304688, 114824.0644245573494117707014083862304688
114824.0644245725069083619018783792853355, 114824.0644245721341576427221298217773438, 114824.0644245725069367836113087832927704, 114824.06442457251250743865966796875, 114824.06442457251250743865966796875
114824.0644245553528719483438180759549141, 114824.0644245554140070453286170959472656, 114824.0644245553529145809079636819660664, 114824.0644245553557993844151496887207031, 114824.0644245553557993844151496887207031
114824.0195241441127791404142044484615326, 114824.0195241438777884468436241149902344, 114824.0195241441127649295594892464578152, 114824.0195241441106190904974937438964844, 114824.0195241441106190904974937438964844
114824.1097116669389137655343802180141211, 114824.1097116668097442016005516052246094, 114824.1097116669388071841240162029862404, 114824.109711666940711438655853271484375, 114824.109711666940711438655853271484375
114824.0685435611071483208434074185788631, 114824.0685435608465922996401786804199219, 114824.0685435611071625316981226205825806, 114824.0685435611085267737507820129394531, 114824.0685435611085267737507820129394531
114824.0586910316628248551751312334090471, 114824.0586910315178101882338523864746094, 114824.0586910316626969574826944153755903, 114824.0586910316633293405175209045410156, 114824.0586910316633293405175209045410156
114823.5939304134471399265748914331197739, 114823.5939304136409191414713859558105469, 114823.5939304134471399265748914331197739, 114823.5939304134517442435026168823242188, 114823.5939304134517442435026168823242188
114824.5877932080925774016577634029090405, 114824.5877932082075858488678932189941406, 114824.5877932080926484559313394129276276, 114824.5877932080911705270409584045410156, 114824.5877932080911705270409584045410156
114824.3802567018994125191966304555535316, 114824.3802567015227396041154861450195312, 114824.3802567018993272540683392435312271, 114824.3802567019010894000530242919921875, 114824.3802567019010894000530242919921875
114823.8147891000385740767342213075608015, 114823.8147890999534865841269493103027344, 114823.8147891000386238147257245145738125, 114823.8147891000407980754971504211425781, 114823.8147891000407980754971504211425781
114824.0801132749088324658259807620197535, 114824.0801132750639226287603378295898438, 114824.0801132749086832518514711409807205, 114824.0801132749038515612483024597167969, 114824.0801132749184034764766693115234375
114824.1029288348003731812241312582045794, 114824.1029288345453096553683280944824219, 114824.1029288348002381781043368391692638, 114824.1029288348072441294789314270019531, 114824.1029288348072441294789314270019531
114823.9280802701861006198669201694428921, 114823.9280802700523054227232933044433594, 114823.928080270186249833841429790481925, 114823.928080270183272659778594970703125, 114823.928080270183272659778594970703125
114824.2655138128416894005567883141338825, 114824.2655138125701341778039932250976562, 114824.2655138128417178222662187181413174, 114824.2655138128466205671429634094238281, 114824.2655138128320686519145965576171875
114823.1457814356757722862312220968306065, 114823.1457814353489084169268608093261719, 114823.1457814356757722862312220968306065, 114823.1457814356690505519509315490722656, 114823.1457814356836024671792984008789062
114825.0021518829112352477750391699373722, 114825.0021518829162232577800750732421875, 114825.0021518829112423532023967709392309, 114825.0021518829162232577800750732421875, 114825.0021518829162232577800750732421875
114822.5193702923757115286207408644258976, 114822.5193702927062986418604850769042969, 114822.5193702923759389022961840964853764, 114822.5193702923716045916080474853515625, 114822.5193702923716045916080474853515625
114825.6642754148772667122102575376629829, 114825.6642754147032974287867546081542969, 114825.6642754148772738176376151386648417, 114825.6642754148779204115271568298339844, 114825.6642754148779204115271568298339844
114809.4746124911827394043939420953392982, 114809.4746124914818210527300834655761719, 114809.4746124911827678261033724993467331, 114809.4746124911762308329343795776367188, 114809.4746124911907827481627464294433594
114807.0970850916985170897532952949404716, 114807.0970850917074130848050117492675781, 114807.0970850916984815626165072899311781, 114807.0970850916928611695766448974609375, 114807.0970850916928611695766448974609375
114807.2691829530668599090859061107039452, 114807.2691829528630478307604789733886719, 114807.2691829530670588610519189387559891, 114807.2691829530667746439576148986816406, 114807.2691829530667746439576148986816406
114806.9792501040903687226091278716921806, 114806.9792501046322286128997802734375, 114806.979250104090162665215757442638278, 114806.9792501040938077494502067565917969, 114806.9792501040938077494502067565917969
114807.2368398196427392576879356056451797, 114807.2368398193793836981058120727539062, 114807.236839819642931104226590832695365, 114807.2368398196413181722164154052734375, 114807.2368398196413181722164154052734375
114807.0113385201229334597883280366659164, 114807.0113385199219919741153717041015625, 114807.0113385201230329357713344506919384, 114807.0113385201257187873125076293945312, 114807.0113385201257187873125076293945312
114807.1759167764386546650712261907756329, 114807.1759167763229925185441970825195312, 114807.1759167764386830867806565947830677, 114807.1759167764394078403711318969726562, 114807.1759167764394078403711318969726562
114807.0755958265917229255137499421834946, 114807.075595826841890811920166015625, 114807.0755958265915666061118827201426029, 114807.0755958265945082530379295349121094, 114807.0755958265799563378095626831054688
114807.0000136007603259713505394756793976, 114807.0000136004382511600852012634277344, 114807.0000136007605391341712675057351589, 114807.0000136007583932951092720031738281, 114807.0000136007583932951092720031738281
114807.2496342460587186451448360458016396, 114807.2496342458907747641205787658691406, 114807.2496342460586618017259752377867699, 114807.2496342460653977468609809875488281, 114807.2496342460508458316326141357421875
114806.864328482979075829462090041488409, 114806.8643284832651261240243911743164062, 114806.8643284829789621426243684254586697, 114806.8643284829740878194570541381835938, 114806.8643284829740878194570541381835938
114807.4057300961444383347043185494840145, 114807.4057300960266729816794395446777344, 114807.4057300961445662323967553675174713, 114807.4057300961430883035063743591308594, 114807.4057300961430883035063743591308594
114807.0479872517291823896812275052070618, 114807.0479872517025796696543693542480469, 114807.0479872517292108113906579092144966, 114807.0479872517316835001111030578613281, 114807.0479872517316835001111030578613281
114807.2199949770385032365993538405746222, 114807.2199949771602405235171318054199219, 114807.2199949770385103420267114415764809, 114807.2199949770438252016901969909667969, 114807.2199949770438252016901969909667969
114807.1703702431206437495347927324473858, 114807.1703702430968405678868293762207031, 114807.1703702431205726952612167224287987, 114807.1703702431259443983435630798339844, 114807.1703702431259443983435630798339844
114807.0611311924906203785212710499763489, 114807.0611311924585606902837753295898438, 114807.0611311924906630110854166559875011, 114807.061131192487664520740509033203125, 114807.061131192487664520740509033203125
114807.7145897049559195579604420345276594, 114807.7145897050213534384965896606445312, 114807.7145897049558698199689388275146484, 114807.7145897049631457775831222534179688, 114807.7145897049485938623547554016113281
114806.578360520489056284532125573605299, 114806.5783605207689106464385986328125, 114806.5783605204889710194038343615829945, 114806.5783605204924242570996284484863281, 114806.5783605204924242570996284484863281
114807.5474681989615959309958270750939846, 114807.5474681990890530869364738464355469, 114807.5474681989618375155259855091571808, 114807.5474681989580858498811721801757812, 114807.5474681989580858498811721801757812
114806.7014826052299127923106425441801548, 114806.7014826051163254305720329284667969, 114806.7014826052299767411568609531968832, 114806.7014826052327407523989677429199219, 114806.7014826052327407523989677429199219
114807.598087334172802798093471210449934, 114807.5980873342923587188124656677246094, 114807.5980873341727175329651799984276295, 114807.5980873341759433969855308532714844, 114807.5980873341613914817571640014648438
114806.6266999641918999941481160931289196, 114806.6266999640793073922395706176757812, 114806.626699964192013680985837709158659, 114806.6266999641957227140665054321289062, 114806.6266999641957227140665054321289062
114807.1111503874893742249696515500545502, 114807.1111503873835317790508270263671875, 114807.1111503874894879118073731660842896, 114807.1111503874853951856493949890136719, 114807.1111503874999471008777618408203125
114807.1024861152092881866337847895920277, 114807.1024861150071956217288970947265625, 114807.1024861152091531835139903705567122, 114807.1024861152109224349260330200195312, 114807.1024861152109224349260330200195312
114807.1637000698497672601661179214715958, 114807.1637000699411146342754364013671875, 114807.1637000698497104167472571134567261, 114807.1637000698538031429052352905273438, 114807.1637000698538031429052352905273438
114807.0238396903415036831574980169534683, 114807.0238396904751425608992576599121094, 114807.023839690341510788584855617955327, 114807.0238396903441753238439559936523438, 114807.0238396903441753238439559936523438
114806.9200209281526525728622800670564175, 114806.9200209283590083941817283630371094, 114806.920020928152837313973577693104744, 114806.9200209281552815809845924377441406, 114806.9200209281552815809845924377441406
114807.339995935243393887503771111369133, 114807.3399959354283055290579795837402344, 114807.3399959352434507309226319193840027, 114807.3399959352391306310892105102539062, 114807.3399959352391306310892105102539062
114807.1166534420292464346857741475105286, 114807.1166534419899107888340950012207031, 114807.1166534420294311757970717735588551, 114807.116653442033566534519195556640625, 114807.116653442033566534519195556640625
114807.1105424705780890803907823283225298, 114807.1105424709676299244165420532226562, 114807.1105424705780464478266367223113775, 114807.1105424705747282132506370544433594, 114807.11054247058928012847900390625
114807.2086177088934277890075463801622391, 114807.2086177088640397414565086364746094, 114807.208617708893157782767957542091608, 114807.2086177088931435719132423400878906, 114807.2086177088931435719132423400878906
114807.0426170329341744036355521529912949, 114807.0426170330465538427233695983886719, 114807.0426170329340607167978305369615555, 114807.0426170329301385208964347839355469, 114807.0426170329446904361248016357421875
114807.1109916075041326166683575138449669, 114807.1109916077257366850972175598144531, 114807.1109916075038697158561262767761946, 114807.1109916075074579566717147827148438, 114807.1109916075074579566717147827148438
114807.0922135301929642992035951465368271, 114807.0922135302389506250619888305664062, 114807.0922135301929074557847343385219574, 114807.0922135301952948793768882751464844, 114807.0922135301807429641485214233398438
114807.4109263558241735836418229155242443, 114807.4109263560094404965639114379882812, 114807.4109263558241522673597501125186682, 114807.4109263558202655985951423645019531, 114807.4109263558202655985951423645019531
114806.8981191637890049150882987305521965, 114806.898119163699448108673095703125, 114806.8981191637890333367977291345596313, 114806.8981191637867596000432968139648438, 114806.8981191637867596000432968139648438
114807.2998660660949568068645021412521601, 114807.2998660664889030158519744873046875, 114807.2998660660947649603258469142019749, 114807.2998660660960013046860694885253906, 114807.2998660660960013046860694885253906
114806.9489183372911043079511728137731552, 114806.9489183374098502099514007568359375, 114806.9489183372910474645323120057582855, 114806.9489183372934348881244659423828125, 114806.9489183372934348881244659423828125
114807.2355675065656370748001791071146727, 114807.2355675066210096701979637145996094, 114807.2355675065657791833473311271518469, 114807.2355675065628020092844963073730469, 114807.2355675065628020092844963073730469
114806.9852509249039513861134764738380909, 114806.9852509249612921848893165588378906, 114806.9852509249040792838059132918715477, 114806.9852509249030845239758491516113281, 114806.9852509249030845239758491516113281
114807.1069895081028562344727106392383575, 114807.1069895080290734767913818359375, 114807.1069895081031546624217298813164234, 114807.1069895081018330529332160949707031, 114807.1069895081018330529332160949707031
114807.1070242790072981620141945313662291, 114807.1070242788264295086264610290527344, 114807.1070242790074047434245585463941097, 114807.1070242790010524913668632507324219, 114807.1070242790156044065952301025390625
114807.1111497927572173693988588638603687, 114807.111149792675860226154327392578125, 114807.111149792757160525979998055845499, 114807.1111497927631717175245285034179688, 114807.1111497927631717175245285034179688
114807.0829186285185130600439151749014854, 114807.082918628468178212642669677734375, 114807.0829186285185272708986303769052029, 114807.0829186285118339583277702331542969, 114807.0829186285263858735561370849609375
114807.1101299007359912707215698901563883, 114807.1101299007277702912688255310058594, 114807.1101299007358562676017754711210728, 114807.1101299007423222064971923828125, 114807.1101299007423222064971923828125
114807.0903032999446935491505428217351437, 114807.0903032999049173668026924133300781, 114807.0903032999444803863298147916793823, 114807.09030329994857311248779296875, 114807.09030329994857311248779296875
114806.599368332852208141048322431743145, 114806.5993683326378231868147850036621094, 114806.5993683328520944542106008157134056, 114806.5993683328561019152402877807617188, 114806.5993683328561019152402877807617188
114807.5534911194946232626534765586256981, 114807.5534911193244624882936477661132812, 114807.5534911194945806300893309526145458, 114807.5534911194990854710340499877929688, 114807.5534911194990854710340499877929688
114807.0970840213521881878477870486676693, 114807.097084021545015275478363037109375, 114807.0970840213522521366940054576843977, 114807.0970840213558403775095939636230469, 114807.0970840213558403775095939636230469
114807.0970983143342110111007059458643198, 114807.0970983143488410860300064086914062, 114807.0970983143342678545195667538791895, 114807.0970983143342891708016395568847656, 114807.0970983143342891708016395568847656
114807.1089488177265991453168680891394615, 114807.108948817825876176357269287109375, 114807.1089488177264996693338616751134396, 114807.1089488177240127697587013244628906, 114807.1089488177385646849870681762695312
114807.0858566281169004241746733896434307, 114807.0858566281822277233004570007324219, 114807.0858566281169004241746733896434307, 114807.0858566281240200623869895935058594, 114807.0858566281094681471586227416992188
114807.0183086585465872531131026335060596, 114807.0183086584584088996052742004394531, 114807.0183086585465019879848114214837551, 114807.0183086585457203909754753112792969, 114807.0183086585457203909754753112792969
114807.1762874481584049135562963783740997, 114807.176287447917275130748748779296875, 114807.1762874481581846453082107473164797, 114807.1762874481646576896309852600097656, 114807.1762874481646576896309852600097656
114807.3664828045048835747365956194698811, 114807.366482804645784199237823486328125, 114807.3664828045046704119158675894141197, 114807.3664828045002650469541549682617188, 114807.3664828045002650469541549682617188
114806.8997418606562703757845156360417604, 114806.8997418607177678495645523071289062, 114806.8997418606563130083486612420529127, 114806.8997418606595601886510848999023438, 114806.8997418606595601886510848999023438
114807.1031672193841757234622491523623466, 114807.1031672190001700073480606079101562, 114807.1031672193842467777358251623809338, 114807.1031672193785198032855987548828125, 114807.1031672193785198032855987548828125
114807.0912851328245665172289591282606125, 114807.0912851326575037091970443725585938, 114807.0912851328246802040666807442903519, 114807.0912851328175747767090797424316406, 114807.0912851328321266919374465942382812
114807.1456564599782126379068358801305294, 114807.1456564600084675475955009460449219, 114807.1456564599779426316672470420598984, 114807.1456564599793637171387672424316406, 114807.1456564599793637171387672424316406
114807.0488835225087811409139249008148909, 114807.0488835224532522261142730712890625, 114807.0488835225088166680507129058241844, 114807.048883522511459887027740478515625, 114807.048883522511459887027740478515625
114807.1057223795730379833912593312561512, 114807.1057223795069148764014244079589844, 114807.1057223795728532422799617052078247, 114807.1057223795796744525432586669921875, 114807.1057223795796744525432586669921875
114807.0884636947081602897924312856048346, 114807.0884636950504500418901443481445312, 114807.0884636947081531843650736846029758, 114807.0884636947012040764093399047851562, 114807.0884636947012040764093399047851562
114807.0800773067921198844487662427127361, 114807.0800773066293913871049880981445312, 114807.0800773067921625170129118487238884, 114807.0800773067894624546170234680175781, 114807.0800773067894624546170234680175781
114807.1141989029598136085041915066540241, 114807.1141989030002150684595108032226562, 114807.1141989029598562410683371126651764, 114807.1141989029565593227744102478027344, 114807.114198902971111238002777099609375
114807.0926540986029920077271526679396629, 114807.0926540990039939060807228088378906, 114807.0926540986031483271290198899805546, 114807.0926540985965402796864509582519531, 114807.0926540986110921949148178100585938
114807.101577889418372535601520212367177, 114807.1015778895089169964194297790527344, 114807.1015778894185359604307450354099274, 114807.1015778894216055050492286682128906, 114807.10157788940705358982086181640625
114807.0702947561653388675040332600474358, 114807.070294756558723747730255126953125, 114807.0702947561654667651964700780808926, 114807.0702947561658220365643501281738281, 114807.0702947561658220365643501281738281
114807.1239505834483907165122218430042267, 114807.12395058362744748592376708984375, 114807.1239505834483978219395794440060854, 114807.1239505834528245031833648681640625, 114807.1239505834528245031833648681640625
114806.9205671818251488502937718294560909, 114806.9205671814561355859041213989257812, 114806.9205671818251204285843414254486561, 114806.9205671818199334666132926940917969, 114806.9205671818199334666132926940917969
114807.3107837394144823406350042205303907, 114807.3107837396091781556606292724609375, 114807.3107837394144041809340706095099449, 114807.3107837394200032576918601989746094, 114807.3107837394054513424634933471679688
114807.1027071158500518777145771309733391, 114807.1027071159187471494078636169433594, 114807.1027071158498671366032795049250126, 114807.1027071158459875732660293579101562, 114807.1027071158459875732660293579101562
114807.0915047646554683069552993401885033, 114807.0915047648013569414615631103515625, 114807.0915047646554540961005841381847858, 114807.0915047646558377891778945922851562, 114807.0915047646558377891778945922851562
114807.103484248146457957773236557841301, 114807.1034842481167288497090339660644531, 114807.1034842481465716446109581738710403, 114807.1034842481458326801657676696777344, 114807.1034842481458326801657676696777344
114807.0907435047958244922483572736382484, 114807.0907435044209705665707588195800781, 114807.0907435047960660767785157077014446, 114807.0907435047993203625082969665527344, 114807.0907435047847684472799301147460938
114807.0970712495719325829668377991765738, 114807.0970712494308827444911003112792969, 114807.0970712495718686341206193901598454, 114807.0970712495764018967747688293457031, 114807.0970712495618499815464019775390625
114807.0970989383365790104107873048633337, 114807.0970989385532448068261146545410156, 114807.0970989383366998026758665218949318, 114807.0970989383349660784006118774414062, 114807.0970989383349660784006118774414062
114807.0971065818655674206638650503009558, 114807.0971065816265763714909553527832031, 114807.0971065818653613632704946212470531, 114807.0971065818594070151448249816894531, 114807.0971065818594070151448249816894531
114807.0970636566633089614697382785379887, 114807.0970636569982161745429039001464844, 114807.0970636566632663289055926725268364, 114807.09706365666352212429046630859375, 114807.09706365666352212429046630859375
114807.0963120079152091079777164850383997, 114807.0963120080414228141307830810546875, 114807.0963120079152091079777164850383997, 114807.0963120079104555770754814147949219, 114807.0963120079250074923038482666015625
114807.0978679852200770028503029607236385, 114807.0978679851541528478264808654785156, 114807.097867985220041475713514955714345, 114807.0978679852269124239683151245117188, 114807.0978679852269124239683151245117188
114807.0984038938319429234979907050728798, 114807.0984038938477169722318649291992188, 114807.0984038938318931855064874980598688, 114807.0984038938331650570034980773925781, 114807.0984038938331650570034980773925781
114807.0957734166695161093230126425623894, 114807.0957734167313901707530021667480469, 114807.0957734166694663713315094355493784, 114807.0957734166731825098395347595214844, 114807.0957734166731825098395347595214844
114807.7206446295455393169504532124847174, 114807.7206446295022033154964447021484375, 114807.7206446295455748440872412174940109, 114807.7206446295458590611815452575683594, 114807.7206446295458590611815452575683594
114806.6255037137102945621336402837187052, 114806.6255037138034822419285774230957031, 114806.6255037137103016675609978847205639, 114806.6255037137161707505583763122558594, 114806.6255037137016188353300094604492188
114807.4628973672946656847670965362340212, 114807.4628973676153691485524177551269531, 114807.4628973672946017359208781272172928, 114807.4628973672952270135283470153808594, 114807.4628973673097789287567138671875
114806.7594442457837686788479913957417011, 114806.7594442458212142810225486755371094, 114806.7594442457837899951300641987472773, 114806.7594442457775585353374481201171875, 114806.7594442457775585353374481201171875
114807.0939440214268074669234920293092728, 114807.0939440213551279157400131225585938, 114807.0939440214268785211970680393278599, 114807.0939440214278874918818473815917969, 114807.0939440214278874918818473815917969
114807.1002508214136312858499877620488405, 114807.1002508214005501940846443176269531, 114807.1002508214137165509782789740711451, 114807.1002508214151021093130111694335938, 114807.1002508214151021093130111694335938
114807.1108713239815131146315252408385277, 114807.1108713238354539498686790466308594, 114807.1108713239815415363409556448459625, 114807.1108713239809731021523475646972656, 114807.1108713239809731021523475646972656
114807.0832939681663660280719341244548559, 114807.0832939681713469326496124267578125, 114807.0832939681666999831577413715422153, 114807.0832939681713469326496124267578125, 114807.0832939681713469326496124267578125
114807.0975572807790285878581926226615906, 114807.097557280794717371463775634765625, 114807.0975572807789362173025438096374273, 114807.0975572807801654562354087829589844, 114807.0975572807801654562354087829589844
114807.0966115062882835218260879628360271, 114807.0966115062765311449766159057617188, 114807.0966115062883048381081607658416033, 114807.0966115062910830602049827575683594, 114807.0966115062910830602049827575683594
114807.097178368031606510157871525734663, 114807.0971783680724911391735076904296875, 114807.0971783680316704590040899347513914, 114807.0971783680288353934884071350097656, 114807.0971783680288353934884071350097656
114807.0969907983054412170531577430665493, 114807.0969907982798758894205093383789062, 114807.0969907983053630573522241320461035, 114807.0969907983089797198772430419921875, 114807.0969907983089797198772430419921875
114807.0919833715876876567563158459961414, 114807.0919833717198343947529792785644531, 114807.0919833715879576629959046840667725, 114807.0919833715888671576976776123046875, 114807.0919833715888671576976776123046875
114807.1022665563748574868441210128366947, 114807.1022665566415525972843170166015625, 114807.1022665563748290651346906088292599, 114807.1022665563796181231737136840820312, 114807.1022665563796181231737136840820312
114807.0689111173475467353455314878374338, 114807.06891111726872622966766357421875, 114807.0689111173476604221832531038671732, 114807.0689111173414858058094978332519531, 114807.0689111173560377210378646850585938
114807.125351906022956427477765828371048, 114807.12535190605558454990386962890625, 114807.1253519060231553794437786564230919, 114807.1253519060264807194471359252929688, 114807.1253519060264807194471359252929688
114807.1613562290780095054287812672555447, 114807.1613562292914139106869697570800781, 114807.1613562290778673968816292472183704, 114807.1613562290731351822614669799804688, 114807.1613562290731351822614669799804688
114807.0920215091449563260539434850215912, 114807.0920215093356091529130935668945312, 114807.0920215091449136934897978790104389, 114807.0920215091464342549443244934082031, 114807.0920215091464342549443244934082031
114807.1066605417858497162342246156185865, 114807.1066605417727259919047355651855469, 114807.1066605417857431348238606005907059, 114807.1066605417872779071331024169921875, 114807.1066605417872779071331024169921875
114807.0882270172140238173597026616334915, 114807.0882270173024153336882591247558594, 114807.0882270172138532871031202375888824, 114807.0882270172151038423180580139160156, 114807.0882270172151038423180580139160156
114807.0999030736139019381880643777549267, 114807.0999030735692940652370452880859375, 114807.099903073613845094769203569740057, 114807.0999030736129498109221458435058594, 114807.0999030736129498109221458435058594
114807.095252494554280531247059116140008, 114807.0952524945896584540605545043945312, 114807.0952524945542165824008407071232796, 114807.09525249456055462360382080078125, 114807.09525249456055462360382080078125
114807.0939601539468100099838920868933201, 114807.0939601539139403030276298522949219, 114807.0939601539468597479753952939063311, 114807.0939601539430441334843635559082031, 114807.0939601539430441334843635559082031
114807.1006098695388430996899842284619808, 114807.100609869579784572124481201171875, 114807.1006098695388430996899842284619808, 114807.1006098695361288264393806457519531, 114807.1006098695506807416677474975585938
114807.0742003003717570663866354152560234, 114807.0742003004270372912287712097167969, 114807.0742003003717144338224898092448711, 114807.0742003003688296303153038024902344, 114807.0742003003688296303153038024902344
114807.1207017285221780866777407936751842, 114807.1207017281994922086596488952636719, 114807.1207017285221496649683103896677494, 114807.1207017285196343436837196350097656, 114807.1207017285196343436837196350097656
114807.0911777481936439926357707008719444, 114807.0911777482688194140791893005371094, 114807.0911777481934450406697578728199005, 114807.0911777481960598379373550415039062, 114807.0911777481960598379373550415039062
114807.1031209423778065570331818889826536, 114807.1031209422799292951822280883789062, 114807.1031209423776573430586722679436207, 114807.1031209423817927017807960510253906, 114807.10312094236724078655242919921875
114807.1071589087649584826067439280450344, 114807.1071589087223401293158531188964844, 114807.1071589087650295368803199380636215, 114807.1071589087659958750009536743164062, 114807.1071589087659958750009536743164062
114807.0870761935341448634062544442713261, 114807.0870761936093913391232490539550781, 114807.0870761935341661796883272472769022, 114807.087076193536631762981414794921875, 114807.087076193536631762981414794921875
114806.9737843892975632797970320098102093, 114806.9737843890616204589605331420898438, 114806.973784389297520647232886403799057, 114806.9737843892944511026144027709960938, 114806.9737843892944511026144027709960938
114807.2714924184099274384607269894331694, 114807.2714924185565905645489692687988281, 114807.2714924184099913873069453984498978, 114807.2714924184110714122653007507324219, 114807.2714924183965194970369338989257812
114807.0969221155689723445902927778661251, 114807.0969221155683044344186782836914062, 114807.0969221155689581337355775758624077, 114807.0969221155683044344186782836914062, 114807.0969221155683044344186782836914062
114807.0972516580334428226706222631037235, 114807.0972516582551179453730583190917969, 114807.0972516580335209823715558741241693, 114807.0972516580368392169475555419921875, 114807.0972516580368392169475555419921875
114807.0979384355551502494563465006649494, 114807.0979384356032824143767356872558594, 114807.0979384355551431440289888996630907, 114807.0979384355596266686916351318359375, 114807.0979384355596266686916351318359375
114807.0962345900396215370165009517222643, 114807.0962345898878993466496467590332031, 114807.0962345900394865338967065326869488, 114807.0962345900334184989333152770996094, 114807.0962345900334184989333152770996094
114807.0963166823120715775985445361584425, 114807.0963166819565230980515480041503906, 114807.0963166823120360504617565311491489, 114807.0963166823057690635323524475097656, 114807.0963166823057690635323524475097656
114807.0979394637996620076592080295085907, 114807.097939463914372026920318603515625, 114807.0979394637996477968044928275048733, 114807.0979394637979567050933837890625, 114807.0979394637979567050933837890625
114807.1106219827838685887400060892105103, 114807.1106219826324377208948135375976562, 114807.110621982783776218184357276186347, 114807.1106219827779568731784820556640625, 114807.1106219827779568731784820556640625
114807.0836657486997012256324524059891701, 114807.0836657489562639966607093811035156, 114807.0836657486997438581965980120003223, 114807.0836657486943295225501060485839844, 114807.083665748708881437778472900390625
114807.0970352951940185448620468378067017, 114807.0970352953736437484622001647949219, 114807.0970352951939759122979012317955494, 114807.0970352951990207657217979431152344, 114807.0970352951844688504934310913085938
114807.0971351703062026672341744415462017, 114807.0971351702173706144094467163085938, 114807.0971351703059397664219432044774294, 114807.0971351703046821057796478271484375, 114807.0971351703046821057796478271484375
114807.096836290906068711592524778097868, 114807.0968362910789437592029571533203125, 114807.0968362909063031906953256111592054, 114807.096836290904320776462554931640625, 114807.096836290904320776462554931640625
114807.0973344216589353550261876080185175, 114807.0973344216617988422513008117675781, 114807.0973344216588216681884659919887781, 114807.0973344216617988422513008117675781, 114807.0973344216472469270229339599609375
114807.0943292367971224621214787475764751, 114807.094329236890189349651336669921875, 114807.0943292367972361489592003636062145, 114807.0943292368028778582811355590820312, 114807.0943292368028778582811355590820312
